"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US01003","Baldwin County, Alabama","203709","*****","174923","1624","23049","1049","1917","739","303","288","0","192","1383","1442","2134","1300","812","1065","1322","749"
"0500000US01015","Calhoun County, Alabama","115620","*****","86053","1297","22709","1366","176","195","1229","140","0","192","1787","1312","3666","1306","84","144","3582","1294"
"0500000US01043","Cullman County, Alabama","82005","*****","80309","878","475","291","99","91","218","191","0","192","598","795","306","204","0","192","306","204"
"0500000US01049","DeKalb County, Alabama","71130","*****","60748","1846","1274","610","541","609","146","249","2319","2422","4605","1949","1497","806","103","143","1394","809"
"0500000US01051","Elmore County, Alabama","81468","*****","61760","313","17971","230","7","13","207","123","0","192","166","210","1357","163","0","192","1357","163"
"0500000US01069","Houston County, Alabama","104173","*****","72292","449","27689","586","309","184","880","176","140","227","579","450","2284","578","183","174","2101","578"
"0500000US01073","Jefferson County, Alabama","660367","*****","345005","2469","282511","2538","1260","609","10861","908","711","1120","11996","2666","8023","1926","643","473","7380","1894"
"0500000US01077","Lauderdale County, Alabama","92596","*****","80447","239","9741","487","462","262","492","283","0","192","0","192","1454","566","93","112","1361","567"
"0500000US01081","Lee County, Alabama","156993","*****","110378","1573","36539","898","231","254","5714","254","0","192","1476","1606","2655","966","204","252","2451","916"
"0500000US01083","Limestone County, Alabama","91663","*****","73933","1273","12229","1127","839","889","1155","320","0","192","1557","1228","1950","1109","145","255","1805","1041"
"0500000US01089","Madison County, Alabama","353089","*****","243431","1303","85184","1913","1755","694","8967","1196","344","394","2579","1196","10829","2436","1001","865","9828","2290"
"0500000US01095","Marshall County, Alabama","94725","*****","88843","1053","2604","471","213","151","46","48","73","80","941","1063","2005","496","223","224","1782","458"
"0500000US01097","Mobile County, Alabama","415395","*****","246791","1559","145156","2318","3371","944","8444","638","0","192","3968","1984","7665","2309","599","482","7066","2208"
"0500000US01101","Montgomery County, Alabama","226519","*****","86467","1356","128205","862","273","181","4930","1174","100","139","1624","1287","4920","1344","734","488","4186","1299"
"0500000US01103","Morgan County, Alabama","119565","*****","99867","850","15507","768","276","240","1056","120","29","48","497","475","2333","636","0","192","2333","636"
"0500000US01115","St. Clair County, Alabama","87074","*****","75170","803","8725","678","215","399","827","418","0","192","1360","996","777","627","33","80","744","617"
"0500000US01117","Shelby County, Alabama","208713","*****","167146","1561","25871","950","455","369","4540","557","118","155","8127","1555","2456","1184","63","76","2393","1184"
"0500000US01125","Tuscaloosa County, Alabama","203976","*****","133226","1123","63340","874","288","238","2904","571","275","449","1447","1126","2496","1011","0","192","2496","1011"
"0500000US02020","Anchorage Municipality, Alaska","298695","*****","188025","2294","18385","1519","19466","2343","29106","2220","5556","1761","9587","2764","28570","3898","2129","1379","26441","3968"
"0500000US02090","Fairbanks North Star Borough, Alaska","99631","*****","75321","1703","4427","710","6741","2005","2886","759","96","167","564","410","9596","1662","0","149","9596","1662"
"0500000US02170","Matanuska-Susitna Borough, Alaska","101095","*****","83939","652","1275","312","4661","910","1383","425","291","134","572","422","8974","1265","419","446","8555","1199"
"0500000US04003","Cochise County, Arizona","126427","*****","106336","2379","5812","721","1130","377","2729","523","194","292","4879","2047","5347","1626","336","371","5011","1582"
"0500000US04005","Coconino County, Arizona","139097","*****","88124","1636","1772","701","37506","1140","2582","832","183","218","4698","1500","4232","1083","439","469","3793","1131"
"0500000US04013","Maricopa County, Arizona","4167947","*****","3257173","16932","228439","4905","80471","3980","166727","4453","8245","989","292856","15608","134036","8169","26969","4004","107067","7632"
"0500000US04015","Mohave County, Arizona","204737","*****","184801","2362","2453","722","5760","528","2743","648","130","133","4647","1932","4203","1183","1024","708","3179","931"
"0500000US04017","Navajo County, Arizona","108277","*****","51800","1258","1107","649","47730","739","674","165","0","201","4281","1268","2685","1050","139","138","2546","1026"
"0500000US04019","Pima County, Arizona","1010025","*****","776470","9061","36666","2433","37188","4511","29545","1617","1374","662","90312","9660","38470","3713","9561","2008","28909","3491"
"0500000US04021","Pinal County, Arizona","406584","*****","314363","6905","17831","1668","21601","2864","6433","717","587","328","29109","6576","16660","3451","4373","1661","12287","3048"
"0500000US04025","Yavapai County, Arizona","222255","*****","204325","2660","1082","448","3586","1021","2243","666","297","298","3908","2156","6814","1108","502","432","6312","1027"
"0500000US04027","Yuma County, Arizona","204275","*****","153529","6050","4512","907","3259","1059","2723","987","198","311","35694","5884","4360","1181","980","548","3380","1126"
"0500000US05007","Benton County, Arkansas","249672","*****","219875","2119","4698","710","3121","1000","8876","666","1003","190","4419","1696","7680","1562","809","534","6871","1433"
"0500000US05031","Craighead County, Arkansas","104354","*****","82830","1126","13170","1491","1473","1216","1373","170","0","190","1842","956","3666","1472","0","190","3666","1472"
"0500000US05045","Faulkner County, Arkansas","121552","*****","100842","1165","13615","753","436","305","1863","276","0","190","1990","1184","2806","798","98","95","2708","794"
"0500000US05051","Garland County, Arkansas","97177","*****","84540","516","7660","1061","395","316","479","324","0","190","976","519","3127","1016","87","171","3040","965"
"0500000US05085","Lonoke County, Arkansas","71645","*****","63099","822","4248","517","603","235","469","331","260","423","1786","858","1180","508","46","87","1134","501"
"0500000US05119","Pulaski County, Arkansas","392664","*****","226517","2907","143424","1522","1543","611","9264","924","141","180","5201","2790","6574","1767","1535","1034","5039","1364"
"0500000US05125","Saline County, Arkansas","117460","*****","105327","466","8105","405","497","456","1683","293","121","160","128","162","1599","764","148","243","1451","719"
"0500000US05131","Sebastian County, Arkansas","127780","*****","101037","2345","9701","376","1739","746","5331","686","0","190","5896","2408","4076","1112","933","764","3143","1044"
"0500000US05143","Washington County, Arkansas","225477","*****","176924","4094","8076","1029","1238","562","5454","949","5059","440","20624","4211","8102","1663","1072","660","7030","1636"
"0500000US06001","Alameda County, California","1638215","*****","701135","10438","180957","3878","10588","2590","474507","4699","14524","814","157558","10760","98946","6078","16443","2686","82503","5470"
"0500000US06007","Butte County, California","225411","*****","186531","2787","2581","858","3154","1077","10559","1303","331","325","9240","2611","13015","1945","1720","842","11295","1760"
"0500000US06013","Contra Costa County, California","1126745","*****","639657","9203","100354","2711","6112","2107","182666","4213","6127","411","124324","9767","67505","6571","14375","3478","53130","5544"
"0500000US06017","El Dorado County, California","184452","*****","162276","1781","1472","362","1608","1171","7301","1225","199","274","3801","1690","7795","1865","697","582","7098","1811"
"0500000US06019","Fresno County, California","974861","*****","630159","11312","46705","1918","9346","2150","99606","2366","1950","1048","153441","11405","33654","4421","6819","1654","26835","3966"
"0500000US06023","Humboldt County, California","135727","*****","108203","2316","1712","250","6951","1110","4475","596","97","156","7056","2292","7233","1623","200","217","7033","1597"
"0500000US06025","Imperial County, California","180191","*****","126599","5157","5113","1289","2557","831","3377","920","104","169","36062","5329","6379","1902","2935","1281","3444","1353"
"0500000US06029","Kern County, California","882176","*****","684691","10973","50286","2271","7248","2177","40891","2536","2185","907","69878","10536","26997","4080","7867","2132","19130","3235"
"0500000US06031","Kings County, California","150965","*****","99811","3725","9167","1139","2316","622","7163","1150","754","1024","26474","3789","5280","1776","764","429","4516","1752"
"0500000US06033","Lake County, California","64591","*****","50558","1644","1005","463","2395","656","483","346","230","338","7631","1689","2289","966","300","268","1989","921"
"0500000US06037","Los Angeles County, California","10170292","*****","5285352","34882","836460","6360","71427","6684","1471602","7403","29126","1671","2110314","36737","366011","13931","104681","7391","261330","11677"
"0500000US06039","Madera County, California","154998","*****","126455","3791","4938","570","1446","553","2886","725","126","204","13191","3451","5956","1624","1906","1074","4050","1037"
"0500000US06041","Marin County, California","261221","*****","202246","3789","6976","986","961","604","15065","1355","1062","1141","22875","3756","12036","2359","2541","1292","9495","1897"
"0500000US06045","Mendocino County, California","87649","*****","74078","1783","453","274","4243","1664","2373","188","159","164","1788","1196","4555","989","1056","640","3499","881"
"0500000US06047","Merced County, California","268455","*****","154331","5786","8873","1734","1519","782","19689","2074","660","954","70482","6378","12901","2868","3228","1234","9673","2548"
"0500000US06053","Monterey County, California","433898","*****","287032","7533","10672","1228","3036","1157","24390","1708","2048","367","86646","6982","20074","2731","3602","1317","16472","2463"
"0500000US06055","Napa County, California","142456","*****","97452","3357","2941","402","1115","1297","12061","572","294","268","24842","3452","3751","1062","555","365","3196","991"
"0500000US06057","Nevada County, California","98877","*****","90475","1755","660","181","2498","1971","1448","507","82","129","1473","948","2241","911","297","390","1944","792"
"0500000US06059","Orange County, California","3169776","*****","1982432","21509","53969","2941","14049","2658","622001","5496","10388","1411","372652","21286","114285","7375","22660","3424","91625","6799"
"0500000US06061","Placer County, California","375391","*****","307761","3322","7119","671","1442","624","26067","1673","800","456","12874","3076","19328","2621","2476","895","16852","2586"
"0500000US06065","Riverside County, California","2361026","*****","1485957","19409","148768","4279","18900","3355","149939","4241","6616","1046","450803","18793","100043","8225","25716","3707","74327","7409"
"0500000US06067","Sacramento County, California","1501335","*****","897925","9776","147797","3991","8889","2001","233519","4048","16679","952","94383","8974","102143","7530","16394","2562","85749","7276"
"0500000US06071","San Bernardino County, California","2128133","*****","1303554","15022","177777","6675","15455","2353","149602","3116","6867","1018","378432","14996","96446","7843","29055","4484","67391","6393"
"0500000US06073","San Diego County, California","3299521","*****","2335380","16276","168575","3358","17356","3103","387324","6816","14434","2046","218792","13409","157660","8862","28227","4472","129433","7793"
"0500000US06075","San Francisco County, California","864816","*****","409361","5245","44843","2053","2945","1437","301034","3131","3769","800","64455","5833","38409","4134","4986","1521","33423","3712"
"0500000US06077","San Joaquin County, California","726106","*****","418597","8672","48452","2449","3606","1105","110506","3171","2624","1461","67173","7750","75148","8641","8534","2472","66614","8183"
"0500000US06079","San Luis Obispo County, California","281401","*****","237929","4681","5614","769","2132","668","10000","1246","569","616","16106","4541","9051","2096","894","611","8157","2007"
"0500000US06081","San Mateo County, California","765135","*****","389719","6794","18283","1249","2314","955","213204","3415","10614","955","93486","7874","37515","3280","5233","1509","32282","3103"
"0500000US06083","Santa Barbara County, California","444769","*****","350900","5467","9359","993","3294","1367","25156","1385","564","402","38693","5672","16803","2731","3916","1495","12887","2173"
"0500000US06085","Santa Clara County, California","1918044","*****","869075","13139","47419","2280","8435","1859","667182","5479","9210","2797","226309","13950","90414","7744","18198","2893","72216","6987"
"0500000US06087","Santa Cruz County, California","274146","*****","210341","5323","2288","676","1985","1736","12048","1245","268","286","34287","5137","12929","1978","2316","1297","10613","1464"
"0500000US06089","Shasta County, California","179533","*****","155875","1548","2539","532","4791","1036","6066","815","34","59","2571","1215","7657","1989","2049","1145","5608","1620"
"0500000US06095","Solano County, California","436092","*****","233286","5356","61550","2418","2367","989","67196","2571","3673","600","37689","5361","30331","3759","4487","1434","25844","3394"
"0500000US06097","Sonoma County, California","502146","*****","384475","7568","7678","819","4403","1625","19128","1864","1061","596","52827","7262","32574","4199","8061","3240","24513","3548"
"0500000US06099","Stanislaus County, California","538388","*****","407401","7561","14771","1335","3860","1176","30326","1801","4218","688","55594","6685","22218","3814","5253","1815","16965","3107"
"0500000US06101","Sutter County, California","96463","*****","67966","1988","1053","590","939","561","15125","1173","362","162","4039","1673","6979","1810","699","504","6280","1649"
"0500000US06107","Tulare County, California","459863","*****","360593","7400","6744","765","5240","1849","16117","1855","828","315","56988","7268","13353","2657","3851","1349","9502","2329"
"0500000US06111","Ventura County, California","850536","*****","686076","7703","14338","1843","8213","2949","62400","2262","2044","242","43320","6206","34145","4572","5662","1366","28483","4298"
"0500000US06113","Yolo County, California","213016","*****","140351","4339","5669","911","809","589","29518","1392","606","496","24790","4483","11273","2064","1833","775","9440","1984"
"0500000US06115","Yuba County, California","74492","*****","52039","2177","2375","758","504","347","5994","651","164","206","7168","2521","6248","1716","603","383","5645","1624"
"0500000US08001","Adams County, Colorado","491337","*****","409072","5462","15769","1337","6146","2503","18115","1882","533","421","25364","4393","16338","3223","1967","988","14371","2831"
"0500000US08005","Arapahoe County, Colorado","631096","*****","452681","5121","64427","3204","3056","943","34741","2812","1413","276","41706","5713","33072","4961","5800","1964","27272","4121"
"0500000US08013","Boulder County, Colorado","319372","*****","286798","2143","2038","808","1203","667","14486","1088","92","119","4488","1774","10267","1534","956","581","9311","1412"
"0500000US08014","Broomfield County, Colorado","65065","*****","56289","1354","564","241","43","78","4476","619","0","193","1641","1200","2052","819","176","202","1876","829"
"0500000US08031","Denver County, Colorado","682545","*****","526428","6671","64692","2361","6897","2298","23327","1681","474","384","36631","6354","24096","3103","4296","1686","19800","2844"
"0500000US08035","Douglas County, Colorado","322387","*****","287318","2764","4276","867","1105","628","13399","1093","833","809","5675","2566","9781","1582","1340","713","8441","1386"
"0500000US08041","El Paso County, Colorado","674471","*****","533295","5390","45088","3000","3949","1099","19828","1913","2813","199","34081","5586","35417","4490","4620","1385","30797","4123"
"0500000US08059","Jefferson County, Colorado","565524","*****","511780","2802","6755","1175","3493","967","15012","1287","210","209","10080","2009","18194","2451","3148","968","15046","2269"
"0500000US08069","Larimer County, Colorado","333577","*****","306923","1825","3553","724","1448","647","6946","1260","391","363","4082","1258","10234","1885","1454","761","8780","1801"
"0500000US08077","Mesa County, Colorado","148513","*****","140608","969","1338","582","294","251","739","344","1178","685","875","537","3481","1041","334","363","3147","990"
"0500000US08101","Pueblo County, Colorado","163591","*****","128052","3608","3707","784","7643","1929","1905","563","0","193","15345","2778","6939","1753","1981","995","4958","1533"
"0500000US08123","Weld County, Colorado","285174","*****","260541","2675","2742","746","3076","830","4172","848","61","85","6564","2079","8018","1591","2498","1201","5520","1346"
"0500000US09001","Fairfield County, Connecticut","948053","*****","698939","6924","110503","4180","1120","524","48626","2250","405","181","56326","7527","32134","4287","9049","2803","23085","3375"
"0500000US09003","Hartford County, Connecticut","895841","*****","643989","5765","124104","2788","2820","1091","43178","1586","0","198","53287","6088","28463","4168","7615","2339","20848","3041"
"0500000US09005","Litchfield County, Connecticut","183603","*****","171527","1708","2936","512","373","562","3548","721","68","123","1669","1208","3482","1663","1392","1393","2090","859"
"0500000US09007","Middlesex County, Connecticut","164063","*****","145227","1259","8151","946","0","198","4775","518","0","198","2045","1143","3865","1098","405","356","3460","1074"
"0500000US09009","New Haven County, Connecticut","859470","*****","633320","6459","112785","2890","1794","875","36649","991","0","198","51792","6592","23130","3480","7672","2160","15458","2633"
"0500000US09011","New London County, Connecticut","271863","*****","217247","2321","15220","2081","1471","581","10957","1082","0","198","9937","2645","17031","3122","1262","747","15769","2912"
"0500000US09013","Tolland County, Connecticut","151420","*****","133224","1137","4918","709","93","88","7032","349","0","198","2887","1096","3266","1001","624","543","2642","900"
"0500000US09015","Windham County, Connecticut","116573","*****","104470","1931","1954","653","1222","1041","1484","379","46","79","2164","1186","5233","1580","6","13","5227","1580"
"0500000US10001","Kent County, Delaware","173533","*****","115814","1607","43223","1703","876","453","3441","851","174","213","3407","1450","6598","1852","839","647","5759","1825"
